,Empresas,Cargos,Salarios,Ciudades,Urls
7804,Empresa confidencial,Ingeniero networking,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-networking/1885612951
7805,Empresa confidencial,Asesor de ventas tecnologia bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-ventas-tecnologia-bogota/1885612929
7806,COLSUBSIDIO,Ejecutivo de aseguramiento retencion empresarial urgente,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-aseguramiento-retencion-empresarial-urgente/1885612933
7807,NOVATEC,Reclutador ti,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/reclutador-ti/1885612954
7808,TRU&GO IMPORTACIONES SAS,Auxiliar de bodega- empaque,"$1 a $1,5 millones",Cota,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-bodega-empaque/1885612835
7809,Empresa confidencial,Asistente de operaciones administrativas,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-operaciones-administrativas/1885612841
7810,Empresa confidencial,Analista administrativa y contable 100% presencial bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-administrativa-y-contable-100-presencial-bogota/1885612820
7811,Empresa confidencial,Digitadora / bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/digitadora---bogota/1885612823
7812,ADECCO COLOMBIA S A,Atención al cliente trilingue / 3.100.000 + 38 días de vacaciones/descansa 2 días bogotá,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/atencion-al-cliente-trilingue---3100000-38-dias-de-vacaciones-descansa-2-dias-bogota/1885612824
7813,PREBEL S.A.,Representante de ventas pereira,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/representante-de-ventas-pereira/1885612825
7814,Politecnico Grancolombiano,Auxiliar de contabilidad temporal - bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-contabilidad-temporal-bogota/1885612831
7815,Empresa confidencial,Digital trafficker,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/digital-trafficker/1885612830
7816,Empresa confidencial,Auxiliar de impuestos,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-impuestos/1885612843
7817,Empresa confidencial,Asistente de comunicaciones,"$2,5 a $3 millones",Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-comunicaciones/1885612850
7818,Servicio de empleo Comfama,Operador/a de vibrocompactador con licencia b2 y c2 1626165838.27,"$1,5 a $2 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/operador-a-de-vibrocompactador-con-licencia-b2-y-c2-162616583827/1885612844
7819,Empresa confidencial,Ejecutivo de cuenta senior apertura clientes,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-cuenta-senior-apertura-clientes/1885612799
7820,EMTELCO,Ejecutivo de ventas empresariales - excelentes comisiones!,"$2 a $2,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-ventas-empresariales-excelentes-comisiones/1885612809
7821,INTERACTIVO CONTACT CENTER S.A,Trabaja de lunes a sabado // asesor call center,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/trabaja-de-lunes-a-sabado----asesor-call-center/1885612810
7822,Empresa confidencial,Marketing executives,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/marketing-executives/1885612804
7823,EDITORA TKE LEARNING COLOMBIA SAS,Desarrollador comercial y de marketing,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-comercial-y-de-marketing/1885612802
7824,Empresa confidencial,"Supervisores logisticos transportes, logistica y rampa bogotá","$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/supervisores-logisticos-transportes-logistica-y-rampa-bogota/1885612798
7825,FINCA S.A.,Auxiliar bodega bpt,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-bodega-bpt/1885551840
7826,Arturo Calle,Vendedor,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/vendedor/1885603127
7827,Empresa confidencial,Auxiliar video cctv,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-video-cctv/1885612943
7828,Empresa confidencial,Cajero - medellin,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/cajero-medellin/1885614297
7829,Servicio de empleo Comfama,Supervisor/a de producción 1625928983.11,"$1,5 a $2 millones",Bello,https://www.elempleo.com/co/ofertas-trabajo/supervisor-a-de-produccion-162592898311/1885614310
7830,Hoya Lens Colombia S.A.S,Operario de producción - vivir cerca del portal 80,"$1 a $1,5 millones",Cota,https://www.elempleo.com/co/ofertas-trabajo/operario-de-produccion-vivir-cerca-del-portal-80/1885614313
7831,SYNERGY PARTNERS S.A.S,Ejecutivo comercial y de promoción médica - visitador médico,"$4,5 a $5,5 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-comercial-y-de-promocion-medica-visitador-medico/1885614324
7832,TUGÓ,Asesor de diseño - cali,Salario a convenir,Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-diseno-cali/1885614303
7833,STT GROUP SUCURSAL COLOMBIA,Ejecutivo de cuenta en bogotá,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-cuenta-en-bogota/1885614320
7834,SOFTLAND COLOMBIA S.A.S,Ingeniero de soporte,"$2,5 a $3 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-soporte/1885614319
7835,Servicio de empleo Comfama,Ingeniero/a preventa 359278.131 referido,Salario a convenir,Medellín,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-a-preventa-359278131-referido/1885614305
7836,Empresa confidencial,Seminarsta gerencia de proyectos,Salario a convenir,Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/seminarsta-gerencia-de-proyectos/1885614312
7837,Empresa confidencial,Auxiliar de compras - tecnico o tecnologo,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-compras-tecnico-o-tecnologo/1885614315
7838,UNIVERSIDAD SANTO TOMAS,Docente de tiempo completo maestría en ambientes bilingües,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/docente-de-tiempo-completo-maestria-en-ambientes-bilingues/1885614325
7839,UNIMINUTO,"Cali - profesor medio tiempo, licenciado en ciencias naturales o matemáticas, con maestría","$1 a $1,5 millones",Cali,https://www.elempleo.com/co/ofertas-trabajo/cali-profesor-medio-tiempo-licenciado-en-ciencias-naturales-o-matematicas-con-maestria/1885366316
7840,Clínica del Country,Asesor de servicio a paciente,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-servicio-a-paciente/1885614328
7841,QUICK HELP,Analista de hseq,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-hseq/1885614333
7842,Empresa confidencial,Auxiliar contable,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable/1885614336
7843,Cinte Colombia,Devops,$8 a $10 millones,Remoto,https://www.elempleo.com/co/ofertas-trabajo/devops/1885614335
7844,Empresa confidencial,Operario almacen - y distribucion zona franca fontibon,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/operario-almacen-y-distribucion-zona-franca-fontibon/1885614329
7845,CLÍNICA MONTSERRAT,Analista de cartera,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-cartera/1885507548
7846,SILEC COMUNICACIONES,Vendedor 08:00 am a 03:00 pm - bogota,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/vendedor-0800-am-a-0300-pm-bogota/1885614344
7847,ADECCO COLOMBIA S A,Ingeniero de minas,"$3 a $3,5 millones",Tunja,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-minas/1885614357
7848,GB Y ASOCIADOS SAS,Lider contable,"$3 a $3,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/lider-contable/1885614345
7849,ZONA FRANCA PALMASECA S.A,Aprendiz administrativoy/o comercio exterior/logística,Menos de $1 millón,Cali,https://www.elempleo.com/co/ofertas-trabajo/aprendiz-administrativoy-o-comercio-exterior-logistica/1885614352
7850,Servicio de empleo Comfama,Auxiliar administrativo/a y comercial 1625928983.10,"$1 a $1,5 millones",Bello,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-a-y-comercial-162592898310/1885614348
7851,Empresa confidencial,Gestor operativo junior/pqr/asesor servicio/bogota,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/gestor-operativo-junior-pqr-asesor-servicio-bogota/1885531749
7852,Empresa confidencial,Ingeniero especialista en pavimentos,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-especialista-en-pavimentos/1885614374
7853,CLÍNICAS ODONTOLÓGICAS SONRÍA,Analista de tesorería,"$1 a $1,5 millones",Bogotá alrededores,https://www.elempleo.com/co/ofertas-trabajo/analista-de-tesoreria/1885612977
7854,Empresa confidencial,Ingeniero especialista en ingenieria civil,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-especialista-en-ingenieria-civil/1885614371
7855,Empresa confidencial,Camillero popayan,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/camillero-popayan/1885236399
7856,Servicio de empleo Comfama,Operario/a de aseo y servicios varios 1625928983.9,"$1 a $1,5 millones",Bello,https://www.elempleo.com/co/ofertas-trabajo/operario-a-de-aseo-y-servicios-varios-16259289839/1885614362
7857,ARKOS,Auxiliar logístico - medellín,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-logistico-medellin/1885614364
7858,GI GROUP COLOMBIA S.A.S,Asesor de negocios para buga,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-negocios-para-buga/1885614368
7859,Servicio de empleo Comfama,Practicante de mercadeo 1625929113.46,"$1 a $1,5 millones",Itagui,https://www.elempleo.com/co/ofertas-trabajo/practicante-de-mercadeo-162592911346/1885614369
7860,Empresa confidencial,Asistente contable,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-contable/1885614361
7861,Empresa confidencial,Fisioterapeuta especialista sst a nivel nacional,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/fisioterapeuta-especialista-sst-a-nivel-nacional/1885614363
